,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Peru,Billion Kwh,9.95644,10.5914,11.37306,10.72022,11.65304,12.15408,12.97554,13.97752,13.4649,13.51586,13.19,13.891,12.836,14.505,14.497,16.439,16.939,17.534,18.16,18.633,19.53705,20.42205,21.57805,22.48805,23.84705,25.34005,26.72405,29.14005,32.01605,31.92705,34.77961,37.98945,38.68184,42.08366,44.2012,46.64552,0,0
Philippines,Billion Kwh,17.106,17.478,18.457,19.681,20.064,21.818,21.228,20.779,22.702,24.705,24.684,23.901,23.121,23.799,29.309,32.22,35.248,38.162,39.875,39.86,43.66,45.208,46.525,50.674,53.646,54.188,54.5050188,57.08,58.310109,59.316691,64.6688,66.12114,69.68834,72.42822,73.72688,78.638,0,0
Poland,Billion Kwh,113.46,107.071,109.211,116.716,124.732,127.363,129.533,134.335,132.934,134.224,125.961,124.513,122.583,123.521,124.925,128.481,132.45722,132.447,132.249,130.904,133.94334,134.55504,133.49792,140.48162,142.9213,145.63056,150.94878,149.249,145.458,142.214,147.96262,153.7723,152.67274,154.7474,149.67162,155.29198,0,0
Portugal,Billion Kwh,14.944,13.523,15.054,17.736,18.875,18.539,19.91,19.871,20.874,24.84,27.09,28.398,27.983,29.544,30.03,31.597,33.118,32.78295,37.267,40.67,41.27818,44.07368,43.21964,44.4976,42.6633,43.70262,46.27512,44.78848,43.42942,47.34142,51.77552,49.87512,43.57218,48.74516,50.25542,49.16094,0,0
Puerto Rico,Billion Kwh,13.301,13.058,11.114,11.326,11.783,11.586,12.109,12.944,13.552,13.465,14.246323,14.860574,15.445842,16.17872,16.834438,17.407132,17.878994,18.743119,19.212371,20.103944,21.813,22.302,23.175,23.937,24.135,24.9622843,23.837,22.305,20.921,20.709,20.889,20.078,21.308,20.581,20.491,20.321,0,0
Qatar,Billion Kwh,2.276,2.596,2.893,3.116,3.349,3.712,4.045,4.155,4.23,4.367,4.529,4.374,4.844,5.194,5.465,5.617,6.181,6.456,7.638,8.403,8.586,9.354,10.284,11.291,12.439,13.532,16.055,18.294,20.319,22.709,26.45536,28.8862,32.69978,32.58792,36.37048,39.00906,0,0
Reunion,Billion Kwh,0.339,0.385,0.428,0.485,0.509,0.553,0.603,0.668,0.739,0.785,0.879,0.952,1.05,1.062,1.074,1.152,1.315,1.51,1.699,1.703,1.88,2.046,2.035,2.133,2.297,2.438,2.461,2.548,2.425,2.484,2.507,2.485,2.492,2.467,2.49,2.616,0,0
Romania,Billion Kwh,63.867,66.355,65.169,66.543,67.861,68.099,71.476,70.181,71.477,71.926,61,54.21,51.532,52.79,52.481,56.548,58.063,54.649215,51.142,48.506,49.653,51.298,52.179,52.423,53.991,56.75,59.737,58.604542,61.702,54.747,57.67424,58.81778,55.72708,55.75262,62.36912,63.0242,0,0
Russia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,965.246,914.255,807.727,815.158,804.127,793.875,786.491,798.773,831.303,840.707,844.462,866.45,883.696,899.29476,939.91668,958.37694,982.52281,937.7736,980.89724,996.81741,1012.29648,1001.77526,1005.6983,1008.35994,0,0
Rwanda,Billion Kwh,0.117,0.107,0.136,0.154,0.164,0.165,0.153,0.168,0.171,0.175,0.169,0.167,0.174,0.157,0.16,0.162,0.144,0.164,0.164,0.131,0.113,0.09025,0.0986875,0.119,0.091,0.112,0.16,0.1582,0.1832,0.2382,0.2702,0.3142,0.333,0.487,0.522,0.6,0,0
Saint Helena,Billion Kwh,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.007,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.009,0.009,0.01,0.01,0,0
Saint Kitts and Nevis,Billion Kwh,0.034,0.034,0.035,0.033,0.033,0.033,0.033,0.034,0.035,0.035,0.061,0.079,0.079,0.065,0.07,0.076,0.077,0.085,0.087,0.092,0.094,0.094,0.103,0.119,0.122,0.125,0.127,0.157,0.167,0.173,0.185,0.189,0.2,0.206,0.208,0.208,0,0
Saint Lucia,Billion Kwh,0.054,0.058,0.057,0.064,0.064,0.068,0.07,0.075,0.097,0.097,0.098,0.099,0.143004,0.160206,0.169838,0.18478,0.186151,0.200358,0.221728,0.240823,0.26014,0.269347,0.26857,0.281044,0.290028,0.304197,0.310914,0.324956,0.331195,0.341211,0.358,0.362,0.361696,0.36,0.357,0.358,0,0
Saint Pierre and Miquelon,Billion Kwh,0.016,0.02,0.024,0.024,0.03,0.033,0.035,0.036,0.038,0.042,0.04,0.042,0.042,0.04,0.041,0.039,0.039,0.039,0.04,0.04,0.041,0.04,0.047,0.049,0.045,0.04,0.04,0.039,0.041,0.041,0.044,0.044,0.045,0.045,0.047,0.047,0,0
Saint Vincent/Grenadines,Billion Kwh,0.026,0.027,0.03,0.03,0.034,0.038,0.04,0.043,0.047,0.048,0.049,0.051,0.055,0.06,0.061,0.069,0.073,0.076,0.081,0.081,0.09,0.094,0.097,0.103,0.114,0.125838,0.126961,0.13376264,0.131965,0.132,0.136,0.135,0.137,0.126,0.148,0.155,0,0
Samoa,Billion Kwh,0.037,0.037,0.042,0.038,0.039,0.04,0.043,0.044,0.044,0.048,0.048,0.048,0.058,0.058,0.062,0.066,0.074,0.077,0.088,0.095,0.088,0.105,0.121,0.11,0.102,0.105,0.11,0.1132,0.1152,0.1172,0.1162,0.1252,0.108,0.116,0.122,0.127,0,0
Sao Tome and Principe,Billion Kwh,0.009,0.009,0.011,0.011,0.015,0.015,0.014,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.018,0.019,0.02,0.021,0.022,0.026,0.028,0.024,0.03,0.031,0.035,0.039,0.04,0.043,0.045,0.049,0.054,0.056,0.061,0.062,0.066,0.066,0,0
Saudi Arabia,Billion Kwh,20.452,26.95,32.912,35.19,40.069,44.311,47.646,50.649,57.229,61.568,64.899,69.212,74.009,82.183,91.019,97.846,101.114,107.546,114.624,112.8,118.62,125.653,133.233,143.82,150.282,165.557,170.548,179.103,191.948,204.057,225.66298,235.07238,255.37926,266.97604,293.0977,318.0359,0,0
Senegal,Billion Kwh,0.595,0.63,0.636,0.611,0.651,0.708,0.711,0.625,0.6,0.802,0.902,0.925,1.004,0.993,1.025,1.071,1.133,1.216,1.279,1.317,1.44,1.689,1.794,1.904,1.995,2.275,2.281,2.46748,2.587,2.65786,2.82458,2.88234,3.14848,3.30644,3.44934,3.67268,0,0
Serbia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.603,34.56922,34.76598,35.68332,35.40308,35.89158,34.21932,37.03094,31.70834,35.45844,0,0
Seychelles,Billion Kwh,0.047,0.051,0.053,0.056,0.056,0.062,0.062,0.07,0.078,0.08,0.095,0.1,0.103,0.11,0.118,0.121,0.125,0.139,0.149,0.162,0.178,0.18,0.205,0.21,0.212,0.217,0.237,0.255,0.253,0.259,0.283,0.304,0.316,0.334,0.341,0.347,0,0
Sierra Leone,Billion Kwh,0.188,0.212,0.224,0.228,0.243,0.165,0.148,0.147,0.161,0.209,0.211,0.216,0.216,0.219,0.223,0.09,0.135,0.09,0.103,0.068,0.089,0.131,0.148,0.135,0.112,0.078,0.039,0.057,0.135,0.129,0.163,0.172,0.177,0.163,0.179,0.175,0,0
Singapore,Billion Kwh,6.499,6.969,7.36,8.108,8.837,9.283,9.942,11.105,12.237,13.197,14.941,16.396,17.104,18.314,20.088,21.399,22.541,25.107,26.514,27.459,29.005,32.05,33.53,34.201,35.559,36.838,38.029,39.64,40.262,40.372,42.71008,43.32876,44.22852,45.1733,46.50426,47.48316,0,0
Slovakia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9295,23.3085,24.671,24.337,23.303,23.988,26.146,29.30758,30.28124,30.64922,29.39778,28.93062,29.3087,29.16634,26.101,26.90578,24.32788,25.75984,25.96956,26.3021,25.64303,25.09738,24.8478,0,0
Slovenia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,11.573,10.945,11.748,12.007,11.973,12.349,12.855,12.487,13.05146,13.86954,13.99364,13.20332,14.62748,14.47288,14.46846,14.3853532,15.7091,15.729545,15.50236,15.14828,14.8009,15.05695,16.4335,14.09764,0,0
Solomon Islands,Billion Kwh,0.02,0.024,0.024,0.024,0.026,0.027,0.028,0.028,0.028,0.028,0.03,0.03,0.03,0.03,0.03,0.033,0.038,0.042,0.047,0.052,0.058,0.059,0.06,0.059,0.059,0.07,0.071,0.08,0.08,0.079,0.082,0.082,0.078,0.084,0.086,0.09,0,0
Somalia,Billion Kwh,0.113,0.075,0.08,0.1,0.132,0.208,0.238,0.24,0.242,0.243,0.246,0.249,0.249,0.252,0.255,0.256,0.259,0.259,0.26,0.261,0.235,0.245,0.258,0.273,0.263,0.273,0.282,0.292,0.301,0.305,0.307,0.31,0.324,0.334,0.334,0.345,0,0
South Africa,Billion Kwh,93.073,106.932,111.915,113.87,127.395,133.236,138.274,142.01,148.132,153.39,156.007,158.861,157.079,163.268,170.705,176.051,186.188,195.063,191.041,188.49,195.82886,196.28928,203.2701,217.23168,227.5477,227.94804,235.4671,245.58207,239.69707,230.64277,241.90904,243.37414,239.86168,237.46206,235.47994,230.5899,0,0
Spain,Billion Kwh,108.535,109.57,113.225,114.746,117.386,124.798,127.475,127.952,129.828,140.042,143.675,147.118,148.172,147.425,152.877,156.873,165.187,179.752,183.533,194.466,208.74216,221.13356,226.02084,244.1845,259.36468,268.93376,279.96651,286.47399,295.63654,278.26738,284.03516,277.39356,279.0098,268.69735,262.84666,264.1971,0,0
Sri Lanka,Billion Kwh,1.641,1.837,2.049,2.047,2.229,2.435,2.624,2.652,2.76,2.827,3.119,3.33,3.171,3.93,4.327,4.736,4.42,5.009,5.538,6.021,6.453,6.531,6.798,7.419,7.889,8.938,8.424,9.5059,9.613,9.606,10.44116,11.19624,11.35974,11.66456,11.95844,12.71148,0,0
Sudan,Billion Kwh,0.695,0.951,1.014,1.014,1.085,1.264,1.268,1.274,1.281,1.29,1.982,2.124,2.1,2.149,2.313,2.31,2.503,2.583,2.543,2.848,2.984,3.243,3.482,3.721,3.824,4.169,4.828,5.3018,5.24842,6.263,7.35918,8.27072,9.20098,10.08286,11.13922,12.68538,0,0
Suriname,Billion Kwh,1.524,1.324,1.304,1.077,1.108,1.172,1.167,0.671,0.887,1.343,1.501,1.682,1.726,1.75,1.77,1.594,1.406,1.414,1.421,1.44,1.397,1.416,1.431,1.444,1.457,1.518,1.563,1.563,1.564,1.566,1.68116,1.89292,1.9165,2.1185,2.11674,2.18988,0,0
Swaziland,Billion Kwh,0.273,0.294,0.256,0.234,0.307,0.365,0.367,0.381,0.382,0.419,0.349,0.404,0.404,0.404,0.404,0.41,0.41,0.41,0.408,0.41,0.454,0.449,0.453,0.377,0.337,0.39,0.417,0.435,0.413,0.458,0.502,0.582,0.601,0.569,0.551,0.431,0,0
Sweden,Billion Kwh,94.14,100.474,97.167,107.127,121.376,134.015,135.585,143.422,142.428,141.167,141.531,142.098,141.432,140.774,137.814,143.626,135.6186,144.716,154.111,150.33,141.29314,156.83374,142.1832,130.91358,148.42829,154.58129,140.43441,145.26544,146.36121,133.52426,145.75999,147.17455,163.04408,149.52682,150.25534,159.28872,0,0
Switzerland,Billion Kwh,45.994,49.636,50.28,49.965,47.06,52.491,53.539,55.858,57.365,52.15,52.801,54.464,56.439,58.854,63.546,59.932,53.878,59.77957,59.882,66.493,63.79096,68.65742,62.97798,62.7588,61.39618,55.40657,59.52383,63.97804,64.41086,64.1039,63.9032,60.76669,65.9978,66.5461,67.91222,64.06958,0,0
Syria,Billion Kwh,3.729,4.415,5.707,7.425,8.351,8.933,8.761,8.418,7.608,8.029,8.306,8.231,7.479,8.143,10.405,14.508,16.369,17.195,20.024,21.583,23.866,25.28,26.454,27.899,30.361,33.055,35.244,36.49716,38.70476,40.80248,43.75774,39.51238,33.13554,23.58796,19.92038,16.82892,0,0
Taiwan,Billion Kwh,42.013,41.329,42.724,47.472,51.469,51.115,57.264,63.308,69.65,77.991,81.433,89.207,95.193,102.8,110.122,109.371,115.703,122.653,150.134,157.03,172.1121,175.7193,186.2483,195.6225,200.9756,210.2979,217.89961,225.34277,221.66191,213.3438,230.04763,235.05116,233.66943,235.40658,242.51022,240.4044,0,0
Tajikistan,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,16.609,17.533,16.798,14.612,14.842,13.85,14.265,15.621,13.983,14.229,15.142,16.336,16.319,16.92,16.768,17.323,16.989,15.958,16.2689,16.07372,16.80056,16.94136,16.2994,16.97728,0,0
Tanzania,Billion Kwh,1.208,1.249,1.262,1.304,1.336,1.35,1.314,1.409,1.435,1.595,1.692,1.873,1.79,1.847,1.676,1.808,1.959,1.66,2.407,2.346,2.439,2.718,2.82,2.627,2.838,3.43,3.312,4.058,4.256,4.584,5.09412,4.88904,5.3436,5.67272,5.97766,6.0253,0,0
Thailand,Billion Kwh,13.576,14.549,15.768,18.765,20.911,22.912,24.651,28.395,32.114,37.038,43.654,47.405,53.885,59.785,67.132,75.63,83.198,83.332,82.2404,84.7873,89.6043,95.8023,101.6123,108.9913,117.1783,123.0578,129.3229,132.379,136.474,137.298,150.43362,147.30378,157.58912,160.9814,163.0254,167.96108,0,0
Timor0Leste (East Timor),Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Billion Kwh,0.05,0.053,0.078,0.053,0.074,0.109,0.105,0.109,0.116,0.126,0.15,0.279,0.212,0.315,0.242,0.344,0.283,0.19,0.284,0.282,0.17,0.12,0.148,0.174,0.1809,0.1829,0.2118,0.18886,0.1202,0.142,0.17308,0.12598,0.10898,0.09098,0.1428,0.0788,0,0
Tonga,Billion Kwh,0.009,0.012,0.012,0.012,0.012,0.012,0.012,0.016,0.02,0.021,0.023,0.024,0.025,0.025,0.027,0.028,0.032,0.034,0.035,0.033,0.03,0.037,0.038,0.042,0.044,0.045,0.046,0.048,0.05,0.051,0.049,0.048,0.049,0.048,0.049,0.05,0,0
Trinidad and Tobago,Billion Kwh,1.925,2.156,2.513,2.731,2.818,2.837,3.111,3.293,3.283,3.23,3.364,3.498,3.739,3.59,3.827,4.051,4.27,4.69,4.86,4.933,5.133,5.307,5.307,6.052,6.046,6.636,6.742,7.217,7.268,7.374,7.9759,8.24568,8.58408,8.9347,9.3013,9.682,0,0
Tunisia,Billion Kwh,2.621,2.83,2.975,3.503,3.813,3.962,3.952,4.281,4.623,4.793,5.205,5.404,5.812,5.937,6.314,6.872,7.457,8.004,8.563,9.405,9.964,10.714,11.135,11.676,12.293,12.976,13.281,12.92112,13.50536,14.34644,14.95458,15.33948,16.79478,17.0717,17.8625,18.32776,0,0
Turkey,Billion Kwh,23.293,23.798,26.44,27.356,30.702,34.365,36.361,39.915,46.238,45.823,55.253,57.772,64.637,71.085,75.159,82.868,91.209,99.11184,106.47971,111.135,118.99016,116.58502,123.3396,133.9289,143.97546,154.2328,167.95614,181.90008,188.2498,185.05796,201.40374,217.82786,227.69694,228.31054,238.5239,248.86346,0,0
Turkmenistan,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,12.392,11.879,9.866,9.212,9.495,8.928,8.852,8.329,9.255,9.974,10.058,10.152,11.205,12.051,12.831,13.98738,14.13778,15.024,15.6634,16.1898,16.688,17.7408,19.179,21.18496,0,0
Turks and Caicos Islands,Billion Kwh,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.019,0.023,0.026,0.03,0.034,0.037,0.036,0.048,0.05,0.06,0.071,0.075,0.096,0.103,0.11,0.124,0.149,0.171,0.186,0.196,0.201,0.201,0.213,0.213,0.216,0.22,0,0
U.S. Pacific Islands,Billion Kwh,0.131,0.136,0.136,0.139,0.14,0.155,0.159,0.158,0.168,0.188,0.191,0.193,0.155,0.16,0.164,0.167,0.169,0.168,0.171,0.324,0.341,0.348,0.355,0.354,0.36,0.365,0.386,0.394,0.394,0.397,0.617,0.59,0.594,0.603,0.612,0.62,0,0
U.S. Territories,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Billion Kwh,0.634,0.52,0.563,0.517,0.616,0.632,0.644,0.614,0.585,0.682,0.766,0.7753,0.9823,0.9672,1.0065,1.0449,1.1176,1.251,1.266,1.264,1.557,1.552,1.675,1.757,1.89,1.902,1.5935572,1.986,2.187,2.099,2.431,2.533,2.59,2.708,3.19,3.235,0,0
Ukraine,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,238.232,217.14,191.715,183.293,173.367,168.342,163.094,161.879,159.885,163.038,163.645,169.977,172.535,175.293,182.323,185.065861,181.844,163.765,178.2679,183.83,187.01248,182.33284,171.33886,152.1224,0,0
United Arab Emirates,Billion Kwh,5.897,5.815,8.349,9.533,10.215,11.454,12.046,12.839,13.95,14.675,16.056,16.189,16.412,16.523,17.738,23.483,24.978,26.756,31.388,34.899,37.547,40.582,44.045,46.483,49.272,57.056,62.762,74.035,77.065,82.91,91.88432,93.22278,96.479,99.85668,109.55538,119.7428,0,0
United Kingdom,Billion Kwh,264.918,258.792,253.864,257.115,261.706,274.561,279.069,283.533,288.326,294.619,297.67,301.413,299.641,300.042,302.355,307.633,328.457,326.543,340.083,343.971,352.53662,360.2217,362.38064,372.59598,368.69238,370.6021,368.40008,367.597,360.643,348.991,354.75844,341.0817,337.72532,334.15846,316.13956,318.15038,0,0
United States,Billion Kwh,2289.600789,2297.973836,2244.37224,2313.445566,2419.460571,2472.991765,2490.456857,2575.276787,2707.402036,2963.06592,3033.844909,3068.588184,3079.762414,3193.241274,3243.369009,3348.88661,3440.095591,3488.048954,3616.221511,3690.290831,3796.817814,3736.100586,3857.897329,3882.651506,3969.979722,4054.872091,4064.194887,4156.133178,4119.387011,3950.331163,4125.059418,4100.140863,4047.765336,4065.963975,4104.838651,4091.740427,4095.487285,4038.944201
Uruguay,Billion Kwh,3.262,3.51,3.495,7.258,7.161,6.525,7.344,7.482,6.847,5.597,7.406,6.913,8.79,7.895,7.592,6.226,6.562,7.075,9.963,7.048,7.494,9.162,9.513,8.53,5.787,7.562,5.467,9.2718,8.51832,8.64768,10.82634,10.10448,10.29976,11.44202,12.84358,13.56368,0,0
Uzbekistan,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,48.17,46.568,45.289,44.907,43.02,43.579,43.433,42.866,44.323,44.949,46.661,46.817,47.404,46.68,48.322,46.333,47.0036,47.4198,49.14076,49.7684,49.9106,51.5256,52.6678,54.423,0,0
Vanuatu,Billion Kwh,0.019,0.02,0.021,0.023,0.024,0.025,0.025,0.024,0.024,0.024,0.024,0.025,0.027,0.027,0.027,0.028,0.03,0.033,0.035,0.035,0.039,0.043457143,0.042,0.041,0.04,0.041,0.042,0.045,0.052,0.052,0.058,0.058,0.059,0.06,0.058,0.055,0,0
Venezuela,Billion Kwh,32.012,35.957,38.274,41.801,42.645,46.22,48.363,52.427,56.46,55.896,57.606,61.752,65.744,67.579,69.498,71.598,73.745,76.245,78.947,78.777,83.24,87.733,86.646,89.267,96.216,101.385,107.904,111.84176,116.48164,116.703,110.7779,115.06654,118.5043,120.0381,124.51866,114.36954,0,0
Vietnam,Billion Kwh,3.914,4.201,4.439,4.676,4.938,5.176,5.344,5.606,6.277,7.507,8.468,9.059,9.43,10.417,11.995,14.314,16.528,18.566,20.923,22.834,25.694,29.682,34.558,39.419,44.15,51.357,57.949,63.63136,70.2957,79.688,90.59312,99.8827,113.18482,120.15676,134.19232,146.90226,0,0
"Virgin Islands,  U.S.",Billion Kwh,0.749,0.791,0.801,0.823,0.827,0.846,0.865,0.905,0.912,0.893,0.921,0.94,0.959,0.978,0.994,1.007,1.011,1.015,1.019,1.02,1.025,0.968,0.978,0.978,0.987,0.854698,0.863765,0.870836,0.843568,0.872,0.825,0.794,0.777916,0.726,0.693,0.679,0,0
"Virgin Islands, British",Billion Kwh,0.022,0.024,0.025,0.024,0.027,0.029,0.033,0.037,0.04,0.041,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.04,0.038095238,0.038,0.042,0.042,0.093,0.1,0.104,0.116,0.119,0.123,0.124,0.123,0.123,0.125,0.126,0,0
Wake Island,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,Billion Kwh,0.072,0.072,0.073,0.073,0.073,0.071,0.074,0.076,0.077,0.078,0.08,0.08,0.08,0.08,0.08,0.082,0.082,0.082,0.082,0.08,0.08,0.08,0.085,0.085,0.085,0.085,0.09,0.09,0.09,0.09,0,0,0,0,0,0,0,0
Yemen,Billion Kwh,0.471,0.54,0.647,0.721,0.818,0.855,1.094,1.183,1.565,1.579,1.563,1.693,1.836,1.928,2.029,2.227,2.194,2.404,2.357,2.571,3.208,3.424,3.543,3.85,4.103,4.482,5.064,5.66538,6.15324,6.33936,7.2897,5.83176,6.64862,7.99094,7.18724,5.00644,0,0
Zambia,Billion Kwh,9.172,9.809,10.024,10.051,9.912,9.958,9.811,8.455,8.396,6.777,7.789,7.776,7.72,7.721,7.714,7.842,7.091,7.859,7.524,7.684,7.718,7.861,8.068,8.222,8.419,8.846,9.625,9.5632,9.4552,9.806,10.34322,11.3821,12.24392,13.16586,14.2874,13.28476,0,0
Zimbabwe,Billion Kwh,4.465,4.476,4.097,4.387,4.502,4.992,5.955,7.718,8.023,8.749,9.254,8.953,8.188,7.359,7.171,7.429,6.991,6.966,6.304,6.813,6.738,7.582,8.263,8.539,9.411,9.035,7.577,7.287,7.387,7.112,8.44068,8.93096,8.9303,9.25552,9.70494,9.3836,0,0
